id,filename,passage_id,material,tcValue,pressure,me_method,text
0,PR06014617,4|4,x = 0.10,30,,,"The measured T c 's are 30, 37.7, 36, 27.5 and 20.3 K for x = 0.10, 0.15, 0.20, 0.22 and 0.24, re- spectively."
819,P072220505,10|2,poly- crystalline MgB 2,37.8 K,,,"These differences may be associated with: (1) the high density of our specimen, since poly- crystalline MgB 2 prepared by the method in Ref.is highly porous with low cohesiveness and elastic modulus , (2) the higher T c (38.7 K vs. 37.8 K), or (3) the copper thermal expansion cell used in Ref. which requires a significantly larger correction to the data than our cell (see above)."
820,P072220505,11|2,poly- crystalline MgB 2,38.7 K,,,
821,P072220505,12|1,Tantalum,4.4 K,,magnetic susceptibility,
822,P072174508,1|0,RuSr2GdCu2O8,56 K,,,A spontaneous vortex state (SVS) between 30 K and 56 K was observed for the weak-ferromagnetic superconductor RuSr2GdCu2O8 with ferromagnetic Curie temperature TC = 131 K and supercon- ducting transition temperature Tc = 56 K.
823,P072174508,2|4,RuSr 2 GdCu 2 O 8,60 K,,,The occurrence of high-T c superconductivity with maximum resistivity onset T c (onset) ∼ 60 K in RuSr 2 GdCu 2 O 8 is related with the quasi-two-dimensional CuO 2 bi- layers separated by a rare earth layer in the Ru-1212 structure.
824,P072174508,2|7,RuSr 2 EuCu 2 O 8,40 K,,zero-field-cooled (ZFC),
825,P072174508,2|7,RuSr 2 SmCu 2 O 8,12 K,,,"Lower T c (onset) ∼ 40 K and 12 K were observed for RuSr 2 EuCu 2 O 8 and RuSr 2 SmCu 2 O 8 , respectively."
826,P072174508,8|0,RuSr2GdCu2 O8,56 K,,,
827,P072174508,8|0,RuSr2GdCu2 O8,39 K,,,
828,P072174508,8|2,,39 K,,susceptibility,The diamagnetic T c at 39 K was observed in the 1-G ZFC susceptibility measurement.
829,P072174508,11|1,RuSr2GdCu2O8,56 K,,,
830,P072174508,11|1,RuSr2GdCu2O8,39 K,,,
831,P072174508,14|2,RuSr 2 GdCu 2 O 8,56 K,,resistivity,
832,P072174508,15|2,RuSr 2 GdCu 2 O 8,39 K,,resistivity,
833,P072174508,19|2,YBa 2 Cu 3 O 7,93 K,,,"However, the observed T c of 56 K is too low as compared with 93 K for YBa 2 Cu 3 O 7 or 103 K for TlBa 2 CaCu 2 O 7 ."
834,P072174508,19|2,TlBa 2 CaCu 2 O 7,103 K,,,"However, the observed T c of 56 K is too low as compared with 93 K for YBa 2 Cu 3 O 7 or 103 K for TlBa 2 CaCu 2 O 7 ."
835,P072174508,19|4,x = 0.1,up to 65 K,,,"For example, in the Ru 1−x Cu x Sr 2 GdCu 2 O 8 system, T c onset up to 65 K for x = 0.1 and 72 K for x = 0.4 was reported."
836,P072174508,19|4,x = 0.4,72 K,,,"For example, in the Ru 1−x Cu x Sr 2 GdCu 2 O 8 system, T c onset up to 65 K for x = 0.1 and 72 K for x = 0.4 was reported."
837,PCS2739,1|0,Cd 2 Re 2 O 7,1.0 K,,,We report a structural phase transition found at T s = 200 K in a pyrochlore oxide Cd 2 Re 2 O 7 which shows superconductivity at T c = 1.0 K.
838,PCS2739,5|0,Cd 2 Re 2 O 7,1.0 K,,,"Very recently, we prepared single crystals of Cd 2 Re 2 O 7 containing a Re 5+ ion with a 5d 2 electron configuration and found superconductivity at a critical temperature T c = 1.0 K ."
839,PCS2739,9|1,Single crystals of Cd 2 Re 2 O 7,~ 1.0 K,,,
840,P072180504,3|0,Ag 5 Pb 2 O 6,52.4 mK,,,"Here we report the discovery of superconductivity in Ag 5 Pb 2 O 6 , with T c of 52.4 mK, an eagerly-awaited and the very first layered silver oxide superconductor."
841,P072180504,6|11,Ag 5 Pb 2 O 6,52.4 mK,,susceptibility,
842,P072180504,7|2,Ag5Pb2O6,52.4 mK,,susceptibility,
843,P072180504,12|0,tungsten,15.4 mK,,,"The Ginzburg-Landau (GL) coherence length, ξ 0 = (0.18 v F )/(k B T c ) = 11 µm, where v F = k F /m * is the Fermi velocity, is comparable to that of tungsten 24 (ξ 0 = 32 µm, T c = 15.4 mK)."
844,P068100502,3|1,OD Tl 2 Ba 2 CuO 6+δ (Tl2201),15K,,,"Indeed, supporting evidence for a FL ground state has only sur- faced very recently with the experimental verification of the Wiedemann-Franz (WF) law in OD Tl 2 Ba 2 CuO 6+δ (Tl2201) (T c ∼ 15K) ."
845,P069014507,8|2,F e(Co or T i)-doped R-123 phase Y Sr 2 F e x Cu 1−x O 6+δ with x = 0.3,30−50K,,,"Denetial observed superconductivity with T c ∼ 30−50K in F e(Co or T i)-doped R-123 phase Y Sr 2 F e x Cu 1−x O 6+δ with x = 0.3, while x > 0.3, superconductivity could not be ob- served."
846,P069014507,8|4,Y Sr 2 Cu 2.7 F e 0.3 O 7+δ,60K,,,"Shi et al. improved the superconductivity of Y Sr 2 Cu 2.7 F e 0.3 O 7+δ compound by high-pressure oxygen annealing, T c reaches 60K and a shielding fraction of nearly 100% is achieved."
847,P069014507,8|6,F eSr 2 Y Cu 2 O 7+δ,60K,,,Shimoyama et al. prepared F eSr 2 Y Cu 2 O 7+δ superconductor with T c ∼ 60K using a complex synthesis procedure and T.
848,P069014507,9|0,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ,77K,,,We have prepared a F e-containing cuprate superconductor F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ with T c ∼ 77K in year 2000 by solid-state reaction and high pressure synthesis.
849,P069014507,17|2,HP-sample,83K,,R-T curve,
850,P069014507,17|2,HP-sample,63K,,R-T curve,
851,P069014507,20|2,F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ,77K,,M-T curve,"XRD patterns and M-T curve of F e 0.5 Cu 0.5 Sr 2 Y Cu 2 O 7+δ superconductor are shown in the T c (onset) is about 77K, and the sample is nearly single phase."
852,P069014507,22|4,F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ,60K,,,"A superconducting F e 0.5 Cu 0.5 BaSrY Cu 2 O 7+δ sample with T c ∼ 60K was annealed in air at 210, 290 400, 500, 700, 900 and 950 o C for 2 hours step by step."
853,P069014507,25|9,F eSr 2 Y Cu 2 O 7+δ,60K,,,"Shimoyama et al. used a complex annealing procedure which is believed to suppress the incorporation of F e to the CuO 2 planes in F eSr 2 Y Cu 2 O 7+δ system, and finally made it superconducting with T c ∼ 60K."
854,P069014507,27|1,Y Sr 2 Cu 3 O 7−δ,30-80K,,,It is known that Y Sr 2 Cu 3 O 7−δ superconductor with T c = 30-80K can be obtained also by high pressure synthesis and its superconductivity disappears after heat treating at 300-500 o C.
855,P069014507,27|3,Y Ba 2 Cu 3 O 7−δ,92K,,,"The annealing experiments also eliminate the possibility that the superconductivity in F e 0.5 Cu 0.5 Ba 2 Y Cu 2 O 7+δ HP-sample is from Y Ba 2 Cu 3 O 7−δ phase due to phase segrega- tion, since it is well known that the superconductivity in Y Ba 2 Cu 3 O 7−δ can not be destroyed by annealing at the temperature of 200-500 o C and the T c of Y Ba 2 Cu 3 O 7−δ obtained by high pressure synthesis is 92K."
856,PHB1480442,1|0,YBa2Cu307,90 K,,,"Transport and thermodynamical properties as well as structural investigations in the well-characterized 90 K-class high-T~ superconductor YBa2Cu307 are presented, especially in relation to the fundamental mechanism of the high-T~ superconductivity."
857,PHB1480442,2|0,"La2_x(Ba , Sr, Ca)xCuO4_y",40 K,,,"Recently, there has been an explosive number of papers on high-T c superconductivity around 40 K in La2_x(Ba , Sr, Ca)xCuO4_y systems, sub- sequently above 90 K in (RE)Ba2Cu30 7 systems, where (RE) means most of the rare-earth ele- ments."
858,PHB1480442,2|0,(RE)Ba2Cu30 7,above 90 K,,,"Recently, there has been an explosive number of papers on high-T c superconductivity around 40 K in La2_x(Ba , Sr, Ca)xCuO4_y systems, sub- sequently above 90 K in (RE)Ba2Cu30 7 systems, where (RE) means most of the rare-earth ele- ments."
859,PHB1480442,8|8,YBa2Cu3OT,91 K,,resistivity,
860,PHB1480442,10|1,YBa2Cu3OT,91.0K,,resistivity,
861,PHB1480442,14|2,YBa2C%O 7,91.8 K,,specific heat,
862,PHB1480442,16|1,YBa2Cu307,91.8 K,,specific heat,
863,PHB1480442,18|0,YBa2Cu307,100K,,,
864,P071184510,12|0,Zn-free,85K,,,"In this (S1) sample, there is a very large residual resistivity, also the maximum T c has been suppressed by ~ 57.1 K from its Zn-free maximum value (~ 85K), indicating that a large amount of Zn resides in the CuO 2 planes."
865,P071184510,12|5,y = 0.06,27.9K,,ρ(T),
866,P071184510,12|8,y = 0.06 and x = 0.20,32K,,ρ(T),
867,P071184510,20|3,Bi-2212,62K,,,"For Bi-2212, in-plane disorder was introduced by electron irradiation and T c was reduced from 90K to 62K."
868,P071184510,20|4,optimally doped Bi-2212,62K,,,ρ ab (T) was also measured but no high-T downturn in resistivity for this 62K optimally doped Bi-2212 was found 35 .
869,P071184510,29|4,pure Y123,93K,,,The dashed line represents the T c0 (p) of pure Y123 with T cmax = 93K.
870,P072094504,2|0,MgB 2,39 K,,,"Shortly after the discovery of the superconductivity in MgB 2 at 39 K, several investigations of the pressure de- pendence of the superconducting critical temperature T c were carried out."
871,P072094504,4|7,lead,7.2K,,,The pressure was detected by measuring the T c shift of lead (T c (0kbar)=7.2K).
872,P072104504,1|0,RbOs2O6,6.3 K),,,Measurements of the magnetic field penetration depth λ in the pyrochlore superconductor RbOs2O6 (Tc ≃ 6.3 K) were carried out by means of the muon-spin-rotation (µSR) technique.
873,P071104513,1|2,La 1.48 Nd 0.4 Sr 0.12 CuO 4,3 K,,,
874,P071104513,1|2,La 1.48 Nd 0.4 Sr 0.12 CuO 4,22 K,5 GPa,,
875,P071104513,1|3,La 1.48 Nd 0.4 Sr 0.12 CuO 4,12 K,19 GPa,,
876,P071104513,7|4,La 1.48 Nd 0.4 Sr 0.12 CuO 4,4.3 K,,,
877,P071104513,9|4,La 1.48 Nd 0.4 Sr 0.12 CuO 4,3.5 K,ambient pressure,magnetic susceptibility,
878,P071104513,17|6,La 1.48 Nd 0.4 Sr 0.12 CuO 4,22 K,5 GPa,,"The maximum value of T c (P) for La 1.48 Nd 0.4 Sr 0.12 CuO 4 is approximately 22 K at 5 GPa for the HTT phase, whereas for a La 1.88 Sr 0.12 CuO 4 polycrystalline sample T c ≈ 30 K for the LTO1 phase at ambient pressure [2]."
879,P071104513,17|6,La 1.88 Sr 0.12 CuO 4 polycrystalline,30 K,ambient pressure,,"The maximum value of T c (P) for La 1.48 Nd 0.4 Sr 0.12 CuO 4 is approximately 22 K at 5 GPa for the HTT phase, whereas for a La 1.88 Sr 0.12 CuO 4 polycrystalline sample T c ≈ 30 K for the LTO1 phase at ambient pressure [2]."
880,P071104513,18|5,La 1.64 Eu 0.2 Sr 0.16 CuO 4,10 K,,,A similar rapid rise of T c has been reported for LTT La 1.64 Eu 0.2 Sr 0.16 CuO 4 under uniaxial pressure applied parallel to the (110) axis [15]: a pressure of only 0.3 GPa increased T c from T c = 10 K to ~17 K.
881,P071104513,18|5,La 1.64 Eu 0.2 Sr 0.16 CuO 4,17 K,0.3 GPa,,A similar rapid rise of T c has been reported for LTT La 1.64 Eu 0.2 Sr 0.16 CuO 4 under uniaxial pressure applied parallel to the (110) axis [15]: a pressure of only 0.3 GPa increased T c from T c = 10 K to ~17 K.
882,P071104513,18|6,La 1.64 Eu 0.2 Sr 0.16 CuO 4,22 K,~0.5 GPa,,
883,P071104513,19|0,La 1.48 Nd 0.4 Sr 0.12 CuO 4,22 K,,,The maximum T c of 22 K is found in the HTT phase of La 1.48 Nd 0.4 Sr 0.12 CuO 4 .
884,P071104513,22|0,La 1.6-x Nd 0.4 Sr x CuO 4,22 K,,,"Measurement of T c vs. x in a series of samples of composition La 1.6-x Nd 0.4 Sr x CuO 4 , under sufficient pressure to stabilize the HTT phase, would show whether the superconducting T c = 22 K at x = 1/8 is anomalously low compared with samples with smaller or large x values."
885,P071104513,22|0,x = 1/8,22 K,,,"Measurement of T c vs. x in a series of samples of composition La 1.6-x Nd 0.4 Sr x CuO 4 , under sufficient pressure to stabilize the HTT phase, would show whether the superconducting T c = 22 K at x = 1/8 is anomalously low compared with samples with smaller or large x values."
886,P068132504,2|3,two-dimensional CoO 2 layers in the com- pound Na 0.35 CoO 2 •yH 2 O,5 K,,Magnetic susceptibility mea- surements,
887,P068132504,4|3,Na x CoO 2 •yH 2 O powder,4.7 K,,Magnetic susceptibility,
888,P068132504,6|14,Na 0.35 CoO 2 •yH 2 O powder,4.2 K,1.53 GPa,,
889,P068132504,7|10,Na 0.35 CoO 2 •yH 2 O,4.7 K,,,
890,P069184513,1|4,y = 0.993,89 K,,,"This technique has allowed us to determine precise values of λ for screening currents flowing in the three crystallographic orientations (â,b andĉ) in sam- ples of GdxY1−xBa2Cu3O6+y of three different oxygen contents y = 0.993 (Tc = 89 K), y = 0.77 (Tc = 75 K) and y = 0.52 (Tc = 56 K)."
891,P069184513,1|4,y = 0.77,75 K,,,"This technique has allowed us to determine precise values of λ for screening currents flowing in the three crystallographic orientations (â,b andĉ) in sam- ples of GdxY1−xBa2Cu3O6+y of three different oxygen contents y = 0.993 (Tc = 89 K), y = 0.77 (Tc = 75 K) and y = 0.52 (Tc = 56 K)."
892,P069184513,1|4,y = 0.52,56 K,,,"This technique has allowed us to determine precise values of λ for screening currents flowing in the three crystallographic orientations (â,b andĉ) in sam- ples of GdxY1−xBa2Cu3O6+y of three different oxygen contents y = 0.993 (Tc = 89 K), y = 0.77 (Tc = 75 K) and y = 0.52 (Tc = 56 K)."
893,P069184513,26|2,y=0.93,93 K,,,"The optimally doped sample, with the max- imum attainable T c of 93 K (y=0.93) is also in the ortho-I phase, but has a substantial number of oxygen vacan- cies on the chains."
894,P069184513,36|8,YBa 2 Cu 3 O 6.60,59 K,,,"A sample of YBa 2 Cu 3 O 6.60 with T c = 59 K was found to have λ ab = 170 nm, 30 very close to the geometric mean √ λ a λ b = 168±26 nm of the T c = 56 K sample studied here."
895,P069184513,36|9,optimally doped sample of YBa 2 Cu 3 O 6.95,93 K,,,"An optimally doped sample of YBa 2 Cu 3 O 6.95 with T c = 93 K had λ ab = 112 nm, 4 which lies between the means of the T c = 75 K sample (125±12 nm) and the overdoped T c = 89 K sample (91±6 nm) studied here."
896,P070052502,1|0,Na x CoO 2 ⋅yH 2 O,4.5 K,,,Layered Co oxide Na x CoO 2 ⋅yH 2 O with a superconducting transition temperature T c =4.5 K has been studied by 59 Co NQR.
897,P070052502,4|3,Na x CoO 2 ⋅yH 2 O,~5 K,,,"Recently, Takada et al. have found superconductivity with a transition temperature T c of ~5 K for Na x CoO 2 ⋅yH 2 O prepared by deintercalating Na + and intercalating H 2 O into Na x CoO 2 , and various kinds of experimental and theoretical studies have been carried out to investigate the mechanism of the superconductivity."
898,P070052502,5|0,Na x CoO 2 ⋅yH 2 O,4.5 K,,,"In the present work, the 59 Co nuclear spin-lattice relaxation rate (1/T 1 ) has been measured for a sample of Na x CoO 2 ⋅yH 2 O with T c = 4.5 K in a zero magnetic field by 59 Co NQR up to 30 K, and based on the observed results, the pairing symmetry is discussed."
899,P070052502,6|3,Na x CoO 2 ⋅yH 2 O,~4.5 K,,magnetic susceptibility,
900,P071100502,4|3,PLCCO crystals,24 K,,Magnetic susceptibility,"Magnetic susceptibility measurements on our PLCCO crystals show the onset of bulk SC, which corresponds to zero resistivity, at T c = 24 K, 21 K, and 16 K, respectively ."
901,P071100502,4|3,PLCCO crystals,21 K,,,"Magnetic susceptibility measurements on our PLCCO crystals show the onset of bulk SC, which corresponds to zero resistivity, at T c = 24 K, 21 K, and 16 K, respectively ."
902,P071100502,4|3,PLCCO crystals,16 K,,,"Magnetic susceptibility measurements on our PLCCO crystals show the onset of bulk SC, which corresponds to zero resistivity, at T c = 24 K, 21 K, and 16 K, respectively ."
903,P071100502,10|0,PLCCO,from 16 K to 21 K,,,"Assuming that the residual AF structure in superconducting PLCCO is identical to that of the as-grown PLCCO, we estimate that the effective static low-temperature Cu ordered moment (M cu ) reduces from 0.06 B µ to 0.04 B µ (with no appreciable induced Pr moment) when T c increases from 16 K to 21 K ."
904,P071100502,10|2,PLCCO,16 K,,,
905,P071100502,11|0,PLCCO,21 K,,,
906,P071100502,11|0,PLCCO,16 K,,,
907,P071100502,11|2,PLCCO,16 K,,,
908,P071100502,15|8,PLCCO,24 K,,magnetic susceptibility,
909,P071100502,15|8,PLCCO,21 K,,,
910,P071100502,17|1,PLCCO,21 K,,,
911,P071100502,17|1,PLCCO,16 K,,,
912,P071100502,18|0,PLCCO,16 K,,,
913,P072064520,1|0,La2C3,13 K),,,The effect of pressure on the structural properties of lanthanum sesquicarbide La2C3 (Tc = 13 K) has been investigated at room temperature by angle-dispersive powder x-ray diffraction in a diamond anvil cell.
914,P072064520,2|3,binary Y 2 C 3,18 K,,,
915,P072064520,4|0,Y 2 C 3,18 K,,,"So far, the samples of Y 2 C 3 showing a T c of 18 K have been characterized by x-ray powder diffraction only."
916,P072064520,4|2,La 2 C 3,up to 13.2 K,,,"In this respect La 2 C 3 , which shows supercon- ductivity with T c up to 13.2 K and which can be prepared at ambient pressure, is better understood."
917,P072064520,6|2,La2C3,5.6 K,,magnetic suscepti- bility,
918,P072064520,6|2,La2C3,13.2 K,,,
919,P072064520,6|3,La 2 C 3,11 K,,,The latter value obtained for the stoichio- metric phase La 2 C 3 is appreciably increased over the early T c of 11 K reported by Giorgi et al.
920,P072064520,7|3,La 2 C 3,13.5,,magnetic susceptibility,
921,P072064520,7|3,La 2 C 3,13.5,,heat capacity,
922,P072064520,7|3,La 2 C 3,13.5,,resistivity,
923,P072064520,14|5,cI16 phase of Li,10 K,,,"Despite the pseudo-gap formation, the cI16 phase of Li is a superconductor with T c > 10 K (see Ref. and literature cited therein)."
924,P070054519,1|2,LiTi 2 O 4,~1 1.4 K,,,
925,P070054519,3|0,LiTi 2 O 4,10-12 K,,magnetic susceptibility,The resistivity and magnetic susceptibility data of LiTi 2 O 4 showed the T c ~ 10-12 K.
926,P070054519,3|0,LiTi 2 O 4,10-12 K,,resistivity,The resistivity and magnetic susceptibility data of LiTi 2 O 4 showed the T c ~ 10-12 K.
927,P070054519,3|4,polycrystalline BaPb 1-x Bi x O 3,~1 2 K,,specific heat,"Also, it is the rare oxide superconductor showing a sharp superconducting anomaly in specific heat (C) in contrast to an unpronounced one in polycrystalline BaPb 1-x Bi x O 3 with a comparable T c ~1 2 K."
928,P070054519,4|10,LiTi 2 O 4,~11.4 K,,specific heat,
929,P070054519,7|3,LiTi 2 O 4,11.4 K,,,
930,P070054519,14|2,Cd 2 Re 2 O 7,1 K,,,"Moreover, three more transition-metal oxide superconductors Cd 2 Re 2 O 7 (T c ~ 1 K, Ref. ), Na 0.35 CoO 2 ．1.3H 2 O (T c ~ 5 K, Ref. ) and KOs 2 O 6 (T c ~ 9 K, Ref. ) were reported most recently and also have attracted much attention due to their novel normal-and superconducting-state features."
931,P070054519,14|2,Na 0.35 CoO 2 ．1.3H 2 O,5 K,,,"Moreover, three more transition-metal oxide superconductors Cd 2 Re 2 O 7 (T c ~ 1 K, Ref. ), Na 0.35 CoO 2 ．1.3H 2 O (T c ~ 5 K, Ref. ) and KOs 2 O 6 (T c ~ 9 K, Ref. ) were reported most recently and also have attracted much attention due to their novel normal-and superconducting-state features."
932,P070054519,14|2,KOs 2 O 6,9 K,,,"Moreover, three more transition-metal oxide superconductors Cd 2 Re 2 O 7 (T c ~ 1 K, Ref. ), Na 0.35 CoO 2 ．1.3H 2 O (T c ~ 5 K, Ref. ) and KOs 2 O 6 (T c ~ 9 K, Ref. ) were reported most recently and also have attracted much attention due to their novel normal-and superconducting-state features."
933,P071134526,3|1,"Sr 0.9 M 0.1 CuO 2 (M = La, Gd)",43 K,,,"It is surprising therefore to find superconductivity (SC) with T c = 43 K in the optimal electron-doped infinite-layer cuprates Sr 0.9 M 0.1 CuO 2 (M = La, Gd), which exhibit only a 16% difference between the a and c tetragonal lattice parameters."
934,P071134526,5|2,Sr0.9La0.1CuO2,43K,,,
935,P071134526,8|5,Sr 0.9 Gd 0.1 CuO 2,43 K,,M (T ),"The low-field thermodynamic measurements of M (T ) and C(T ) for Sr 0.9 Gd 0.1 CuO 2 polycrystals indi- cate a coexistence of bulk SC with Gd paramagnetism, with the full J = 7/2 Hund's rule moment despite the close proximity of Gd atoms to the CuO 2 planes, and a T c of 43 K in both Sr 0.9 Gd 0.1 CuO 2 and Sr 0.9 La 0.1 CuO 2."
936,P071134526,8|5,Sr 0.9 Gd 0.1 CuO 2,43 K,,C(T ),"The low-field thermodynamic measurements of M (T ) and C(T ) for Sr 0.9 Gd 0.1 CuO 2 polycrystals indi- cate a coexistence of bulk SC with Gd paramagnetism, with the full J = 7/2 Hund's rule moment despite the close proximity of Gd atoms to the CuO 2 planes, and a T c of 43 K in both Sr 0.9 Gd 0.1 CuO 2 and Sr 0.9 La 0.1 CuO 2."
937,P071134526,8|5,Sr 0.9 La 0.1 CuO 2,43 K,,M (T ),"The low-field thermodynamic measurements of M (T ) and C(T ) for Sr 0.9 Gd 0.1 CuO 2 polycrystals indi- cate a coexistence of bulk SC with Gd paramagnetism, with the full J = 7/2 Hund's rule moment despite the close proximity of Gd atoms to the CuO 2 planes, and a T c of 43 K in both Sr 0.9 Gd 0.1 CuO 2 and Sr 0.9 La 0.1 CuO 2."
938,P071134526,11|2,polycrys- talline Sr 0.9 Gd 0.1 CuO 2,43 K,,specific heat,
939,P068064507,1|3,middle R ions (Sm and Eu),18-23 K,,,"The light R ions (Pr and Nd) are paramagnetic down to 5 K, whereas the middle R ions (Sm and Eu) are SC at T C 18-23 K respectively."
940,P068064507,2|4,Ru-1222,32-50 K,,,The Ru-1222 materials display a magnetic transition at T M = 125-180 K and bulk SC below T C = 32-50 K (T M >T c ) depending on oxygen concentrations and sample preparation .
941,P068064507,2|8,M-1222 (M= Nb and Ta),∼28-30 K,,,"It is also apparent, that bulk SC only, appears in the M-1222 (M= Nb and Ta) with T C ∼28-30 K, in which the M ions are pentavalent 7 ."
942,P068064507,3|6,middle R=Sm and Eu,18-23 K,,,"(b) the middle R=Sm and Eu samples are SC at T C = 18-23 K, and (c) that the heavy R ions (Ho-Yb and Y) are AFM ordered with T N = 13-26 K."
943,P068064507,8|2,Mo-1222Eu,23 K,,ac,
944,P068064507,8|5,R=Sm,18,,,"For R=Sm, T C = 18 is obtained."
945,P068064507,11|21,Mo-1222 (Mo 5+ ),20 K,,,
946,PHC1580178,7|7,Nd 1:85 Ce 0:15 CuO 4,24 K,,resistivity,
947,PHC1580178,7|7,Nd 2 CuO 4,25 K,,resistivity,
948,PHC1580178,7|8,Nd 2 CuO 4,27 K,,,"We would like to mention that for the Nd 2 CuO 4 [] sample a sharp resistivity drop appears at 27 K; however, the resistivity is still finite between 25 and 27 K."
949,PHC1580178,7|9,Nd 2 CuO 4,25 K,,,
950,P072214523,8|3,ZrZn 2,0.6 K,,resistivity,
951,P072214523,12|2,ZrZn2,0.6 K,,,
952,P072214523,22|2,Al films of thickness 250Å,1.7 K,,,"For example, Al films of thickness 250Å can show T SC ≈ 1.7 K and a critical field of 1.9 T . demonstrates this effect in a film of Zr: the critical field of the film is ∼ 1 T (close to the paramagnetic limit B para c = 1.84 T c ) com- pared to that of bulk Zr, B c ≈ 0.0047 T ."
953,P068132507,1|1,Na0.35CoO2•1.3H2O,4.6 K,,magnetization,
954,P068132507,2|0,Na 0.35 CoO 2 •1.3H 2 O,≃5 K,,,"Very recently, a novel Co oxide, Na 0.35 CoO 2 •1.3H 2 O, was found to be a superconductor with T C ≃5 K."
955,P068132507,7|6,Na 0.35 CoO 2 •1.3H 2 O,4.56 K,,magnetization,
956,P068132507,14|0,Na 0.35 CoO 2 •1.3H 2 O,4.6 K,,,"In summary, from M -T and M -H curves, supercon- ducting transition temperature, as well as upper-and lower-critical fields are estimated to be T C = 4.6 K, H C2 = 61.0 T and H C1 = 28.1 Oe, for the novel Co ox- ide superconductor of Na 0.35 CoO 2 •1.3H 2 O."
957,P072224509,1|0,ZrB12,6.0 K,0,Magnetization,Magnetization measurements under hydrostatic pressure up to 10.5 kbar in zirconium dodeca- boride ZrB12 superconductor (Tc ≃ 6.0 K at p = 0) were carried out.
958,P072224509,4|5,in- dium,3.4 K,,,The pressure dependence of T c was taken from a separate set of magnetization experiments where a small piece of in- dium [T c (p = 0) = 3.4 K] with known T c (p) dependence was added to the sample and both T c 's of indium and ZrB 12 were recorded.
959,P069174506,1|3,La2CuO4.11,43 K,,,
960,P069174506,3|2,Oxygen-doped La 2 CuO 4+y,43 K,,,"Oxygen-doped La 2 CuO 4+y is most interesting in this respect not only because it has the highest T c = 43 K of entire doped La 2 CuO 4 fam- ily of superconductors, but also because the transition to the superconductivity and the in-plane static long- range magnetic order coincide."
961,P069174506,9|5,stage-4 phase,43 K,,,"The sample stud- ied here is predominantly in the stage-4 phase, which has its superconducting transition at T c = 43 K."
962,P069174506,9|7,stage-4 phase,43 K,,,
963,P069174506,9|9,stage-4 phase,43 K,,magnetization,
964,P069174506,9|10,stage-6 phase,32 K,,magnetization,The structure observed in the magnetization at around 32 K almost certainly comes from small inclusions of the stage-6 phase with T c = 32 K.
965,P069174506,12|5,La 2 CuO 4.11 single crystal,43 K,,specific heat,
966,P069174506,19|1,La 2 CuO 4.11,42-43 K,,specific heat,One of the features in the specific heat of our superconducting sam- ple La 2 CuO 4.11 is the absence of a clear magnetic contri- bution at the simultaneous ordering temperature of 42-43 K.
967,P069174506,34|1,single crystal of La 2 CuO 4.11,43 K,,,
968,P072014504,9|0,Pb-free series with x = 0.33,18 K,,,The optimally doped sample is reached in the Pb-free series with x = 0.33 and T c = 18 K and in the series with additional Pb doping with x = 0.36 and T c = 34 K.
969,P072014504,9|0,additional Pb doping with x = 0.36,34 K,,,The optimally doped sample is reached in the Pb-free series with x = 0.33 and T c = 18 K and in the series with additional Pb doping with x = 0.36 and T c = 34 K.
970,P072014504,9|1,Samples without La,6 K,,,Samples without La show T c = 6 K for the Pb-free series and T c = 12 K for the Pb-doped series.
971,P072014504,9|1,Pb-free,6 K,,,Samples without La show T c = 6 K for the Pb-free series and T c = 12 K for the Pb-doped series.
972,P072014504,9|1,Pb-doped,12 K,,,Samples without La show T c = 6 K for the Pb-free series and T c = 12 K for the Pb-doped series.
973,P072014504,16|2,Pb-free,17 K,,,"Parameters T c, max = 17 K for the Pb-free series and T c, max = 34 K for the Pb- doped series."
974,P072014504,16|2,Pb- doped,34 K,,,"Parameters T c, max = 17 K for the Pb-free series and T c, max = 34 K for the Pb- doped series."
975,P070214505,4|4,x=0.22,27.4K,,susceptibility,"How- ever for clarity we mainly show data and the analysis on three typical samples with x=0.22 (T c = 27.4K, over- doped), x=0.15 (T c = 36.1K, close to optimal doping point) and p=0.069 (T c ≈ 12K, underdoped, x=0.063 originally) as characterized by AC susceptibility and DC magnetization (shown by the insets in and main panel of )."
976,P070214505,4|4,x=0.15,36.1K,,susceptibility,"How- ever for clarity we mainly show data and the analysis on three typical samples with x=0.22 (T c = 27.4K, over- doped), x=0.15 (T c = 36.1K, close to optimal doping point) and p=0.069 (T c ≈ 12K, underdoped, x=0.063 originally) as characterized by AC susceptibility and DC magnetization (shown by the insets in and main panel of )."
977,P070214505,4|4,x=0.063,12K,,susceptibility,"How- ever for clarity we mainly show data and the analysis on three typical samples with x=0.22 (T c = 27.4K, over- doped), x=0.15 (T c = 36.1K, close to optimal doping point) and p=0.069 (T c ≈ 12K, underdoped, x=0.063 originally) as characterized by AC susceptibility and DC magnetization (shown by the insets in and main panel of )."
978,P070214505,4|9,x=0.063,12 K,,,"For the underdoped sample with nominal concentration x=0.063, before annealing, it has a superconducting transition temperature of about 12 K and a mass of about 32.89mg and 3.75 x 2.75 x 0.5mm 3 in dimensions."
