id,filename,passage_id,material,tcValue,pressure,me_method,text
10,MAT0305503-CC,7,Na 0.31 CoO 2 •1.3H 2 O,4.3 K,,suscep- tibility,"The physical property measurements were performed at the temperature down to 1.8 K and under the field up to 8 Tesla, on a Quantum Design PPMS system. While measured under ""zero field"", there still exists a remanent field of ∼ 1 Oe. The precisions of ac magnetic suscep- tibility (χ ac ) and dc susceptibility (χ dc ) are better than ∼ 10 −7 emu and ∼ 10 −5 emu, respectively.  The electri- cal resistivity (ρ) was measured in a standard four-probe configuration using a pressed sample bar. The heat ca- pacity was measured using an automated relaxation tech- nique with a square piece of ∼ 20 mg sample. The con- tribution from the addenda has been subtracted.  It is noted that the handling of the sample and the detailed measurement procedure sometimes affect the experimen- tal result very much.So, we kept the same experimental condition for the different measurements. (a) shows the temperature dependence of magnetic susceptibility at low temperatures for the Na 0.31 CoO 2 •1.3H 2 O sample. The real part of ac suscep- tibility χ ′ shows the onset of diamagnetism at 4.3 K, followed by a broad superconducting transition, similar to the original report .  The diamagnetic screening sig- nal at 1.9 K is 9.2 % of the full shielding when the ac field amplitude (H ac ) is 2 Oe, suggesting relatively low superconducting fraction.   Considering that the χ ′ value is not flat down to 1.9 K, the superconducting volume fraction will be over 10 % under the remanent field of ∼ 1 Oe.The imaginary component of the ac susceptibil- ity shows an incomplete dissipation peak, also suggesting that the superconducting transition is not finished yet at 1.9 K.The dc susceptibility under 30 Oe shows even low magnetic exclusion, which is primarily due to the very low H c1 value as well as the magnetic penetration (see the result below).An irreversible temperature can be noticed, like that observed in the high T c cuprates."
11,MAT0305503-CC,10,,4.3 K,,specific heat,"Magnetic field dependence of magnetization (a) and electrical resistance (b) at certain temperatures.  Note that the upper-right axes are employed for the amplificatory plot in (a). The inset of (b) shows the temperature dependence of the upper critical field Hc2. Sommerfeld parameter. The phonon contribution can be separated by employing the T 2 vs C/T plot. It can be seen that good linearity is satisfied in the temperature range of 4.5 K< T <11 K. We thus obtained γ = 15.9 mJ/K 2 •mol-f.u. (f.u. denotes formula unit) and β = 0.235 mJ/K 4 • mol-f.u. Θ D is then calculated to be 391 K using the formula Θ D = (12/5)N π 4 R/β) 1/3 , where N =7.21 for Na 0.31 CoO 2 •1.3H 2 O and R=8.314 J/mol•K. The γ value is significantly smaller than that of the par- ent compound Na 0.5 CoO 2 (γ ∼ 40 mJ/K 2 •mol-Co ). Since the Sommerfeld parameter γ is related to the den- sity of state (DOS) at Fermi level, N (E F ), by the relation where N (0) is the bare, or band-structure electronic DOS at E F , λ ep an electron-phonon interaction parameter , one can ob- tain that N (E F )=6.7 states/eV•f.u.  On the other hand, λ ep can be calculated to be 0.57 using the formula where Coulomb repulsion parameter µ * is assumed to be 0.13 empirically .Therefore, N (0) is derived to be 4.3 states/eV•f.u. We note that this value is almost identical to the band calculation result (4.4 states/eV•Co) for the parent compound Na 0.5 CoO 2 . It is noted that the sample's magnetic susceptibility (∼ 2.0×10 −3 emu/mol-f.u) is almost temperature indepen- dent from 30 K to 300 K (not shown here).  In order to obtain the Pauli susceptibility χ P auli , the χ(T ) data were fitted using the equation χ = χ 0 + AT 2 + C/(T − θ) . We obtained that χ 0 , A, C and θ are 0.0019 emu/mol, 2.6 ×10 −9 emu/mol•K 2 , 0.0024 emu•K/mol and 1.7 K, respectively. The parameter C gives the small effective magnetic moment of 0.14 µ B . The small positive θ value suggests the existence of weak ferromagnetic correlations. The unusually large χ 0 value should be dominantly con- tributed by χ P auli , which is probably enhanced by the Stoner-type ferromagnetic correlation. The Wilson ra- tio, R W = π 2 k 2 B χ P auli /3γµ 2 B , is calculated to be 11, in sharp contrast with the case of heavy fermion supercon- ductor . At 4.3 K, specific heat anomalies can be seen, which is ascribed to the superconducting transition. The spe- cific heat jump at the T c under zero field, ∆C obs , is 6.9 mJ/K•mol-f.u, further confirming the bulk superconduc- tivity. When applying magnetic field, both the ∆C obs and T c decrease as expected.It is noted that the T c (H) values are basically consistent with the H c2 (T ) result de- scribed above."
12,xing2014theAnomaly-CC,8,undoped LiFeAs crystal,∼17 K,,resistivity,"much larger than that of Cu substituted samples. This will be further discussed in conjugation with ARPES measurements. presents the transport and magnetic data of Cu substituted LiFeAs single crystals. The temperature dependence of in-plane resistivity ρ is shown in figure 2(a) and the magnetic susceptibility in both zero field cooling (ZFC) and field cooling (FC) modes are shown in figure 2(b).  For undoped LiFeAs crystal, the resistivity drops sharply to zero at ∼17 K with a narrow superconducting transition width T ∼1.1 K and the residual resistivity ration (RRR), defined as the ratio of the resistivity at 300 K and residual resistivity ρ 0 , which is determined by extending from the range right above T c found to be 60. Upon Cu doping, the effect of its scattering on electron mobility increases and leads to the increase of resistivity (as shown in ), implying the localization of doping carriers from Cu that acts more like an impurity center.  The magnetic susceptibility of LiFeAs crystal shown in figure 2(b) suggests bulk superconductivity with T c ∼ 16 K, which is defined by the bifurcation point between ZFC and FC magnetic susceptibility as consistent with transport data.As"
13,xing2014theAnomaly-CC,8,LiFeAs crystal,∼ 16 K,,magnetic susceptibility,"much larger than that of Cu substituted samples. This will be further discussed in conjugation with ARPES measurements. presents the transport and magnetic data of Cu substituted LiFeAs single crystals. The temperature dependence of in-plane resistivity ρ is shown in figure 2(a) and the magnetic susceptibility in both zero field cooling (ZFC) and field cooling (FC) modes are shown in figure 2(b).  For undoped LiFeAs crystal, the resistivity drops sharply to zero at ∼17 K with a narrow superconducting transition width T ∼1.1 K and the residual resistivity ration (RRR), defined as the ratio of the resistivity at 300 K and residual resistivity ρ 0 , which is determined by extending from the range right above T c found to be 60. Upon Cu doping, the effect of its scattering on electron mobility increases and leads to the increase of resistivity (as shown in ), implying the localization of doping carriers from Cu that acts more like an impurity center.  The magnetic susceptibility of LiFeAs crystal shown in figure 2(b) suggests bulk superconductivity with T c ∼ 16 K, which is defined by the bifurcation point between ZFC and FC magnetic susceptibility as consistent with transport data.As"
14,xing2014theAnomaly-CC,9,Cu doping level of 7%,∼3 K,,,"shown in figure 2(a) and figure 2(b), the T c of Li(Fe 1−x Cu x )As is gradually suppressed, reaching to ∼3 K at the Cu doping level of 7%.   The T c extracted from the resistivity and magnetic measurements as a function of doping level are plotted in figure 2(c), showing an almost linear dependence on Cu doping level.The red line represents a linear fitting to T c change as"
15,P068214517-CC,1,Na 0.31(3) CoO 2 •1.25(2)D 2 O,4.5 K,,,"Neutron and x-ray powder diffraction have been used to investigate the crystal structures of a sample of the newly-discovered superconducting sodium cobaltate deuterate compound with composition Na 0.31(3) CoO 2 •1.25(2)D 2 O and its anhydrous parent compound Na 0.61(1) CoO 2 .  The anhydrous parent compound Na 0.61(1) CoO 2 has two partially occupied Na sites sandwiched, in the same plane, between CoO 2 layers. When Na is removed to make the superconducting composition, the Na site that experiences the strongest Na-Co repulsion is emptied while the occupancy of the other Na site is reduced to about one third.  The deuterate superconducting compound is formed by coordinating four D 2 O molecules (two above and two below) to each remaining Na ion in a way that gives Na-O distances nearly equal to those in the parent compound. One deuteron of the D 2 O molecule is hydrogen bonded to an oxygen atom in the CoO 2 plane and the oxygen atom and the second deuteron of each D 2 O molecule lie approximately in a plane between the Na layer and the CoO 2 layers.This coordination of Na by four D 2 O molecules leads in a straightforward way to ordering of the Na ions and D 2 O molecules consistent with the observation of additional shorter-range scattering features in the diffraction data.  The sample studied here, which has T c =4.5 K, has a refined composition of Na 0.31(3) CoO 2 •1.25(2)D 2 O, in agreement with the expected 1:4 ratio of Na to D 2 O. These results show that the optimal superconducting composition should be viewed as a specific hydrated compound, not a solid solution of Na and D 2 O (H 2 O) in Na x CoO 2 •yD 2 O. The hydrated superconducting compound may be stable over a limited range of Na and D 2 O concentration, but studies of T c and other physical properties vs.Na or D 2 O composition should be viewed with caution until it is verified that the compound remains in the same phase over the composition range of the study."
16,P068214517-CC,2,Na 0.3 CoO 2 •1.4H 2 O,4.5 K,,,"The recent discovery of superconductivity at 4.5 K in hydrated sodium cobaltate with a reported composition of Na 0.3 CoO 2 •1.4H 2 O [1] has generated renewed interest in the compositional chemistry and crystal structure of these materials.   In recent years, the related anhydrous compound, Na x CoO 2 , has been studied because of its interesting transport properties.Wang et al. have argued that spin entropy arising from the two-dimensional triangular Co lattice is the explanation for the enhanced thermopower.  More recently, the same authors have reported an anomalous Hall effect for Na x CoO 2 . They observe that Na x CoO 2 exhibits ""strange metal physics as observed in the cuprates."" Na x CoO 2 is made superconducting by removing part of the Na, which changes the oxidation state of Co, and intercalating water to dramatically increase the separation between the CoO 2 layers. Bulk superconductivity with T c >2 K has been reported to exist over a very narrow range of Na compositions, approximately 1/4≤x≤1/3, in the hydrated compound Na x CoO 2 •1.3H 2 O with the maximum T c (4.5 K) at x≈0.3.   This dome-like behavior of T c is reminiscent of the layered cuprates, suggesting that this new layered compound may be the first non-copper example of the same physics. The importance of the two- dimensional nature of the structure is emphasized by the fact that a lower hydrate, Na 0.3 CoO 2 •0.6H 2 O, with the same Co formal oxidation state but substantially less separation between the CoO 2 layers is not superconducting.  Prior to the recent interest in transport properties and superconductivity, compounds of this family were studied because of their fast-ion conducting properties.The Na ions are in two partially occupied crystallographic sites, both of which lie in a plane between layers of edge- sharing CoO 6 octahedra.The ability to change the Na (or other cation) content and to intercalate water has been investigated for isostructural compounds such as Na 2/3 (Co x Ni 1/3-x Mn 2/3 )O 2 ,and Li 0.12 K 0.35 MnO 2.14 •0.45H 2 O.However, the structural details of the water intercalation and, in particular, the crystal structure of the Na x CoO 2 •yH 2 O, have never been reported.Clearly, an understanding of the crystal structure is fundamental to interpreting the physical behavior."
17,P068214517-CC,2,1/4≤x≤1/3,>2 K,,,"The recent discovery of superconductivity at 4.5 K in hydrated sodium cobaltate with a reported composition of Na 0.3 CoO 2 •1.4H 2 O [1] has generated renewed interest in the compositional chemistry and crystal structure of these materials.   In recent years, the related anhydrous compound, Na x CoO 2 , has been studied because of its interesting transport properties.Wang et al. have argued that spin entropy arising from the two-dimensional triangular Co lattice is the explanation for the enhanced thermopower.  More recently, the same authors have reported an anomalous Hall effect for Na x CoO 2 . They observe that Na x CoO 2 exhibits ""strange metal physics as observed in the cuprates."" Na x CoO 2 is made superconducting by removing part of the Na, which changes the oxidation state of Co, and intercalating water to dramatically increase the separation between the CoO 2 layers. Bulk superconductivity with T c >2 K has been reported to exist over a very narrow range of Na compositions, approximately 1/4≤x≤1/3, in the hydrated compound Na x CoO 2 •1.3H 2 O with the maximum T c (4.5 K) at x≈0.3.   This dome-like behavior of T c is reminiscent of the layered cuprates, suggesting that this new layered compound may be the first non-copper example of the same physics. The importance of the two- dimensional nature of the structure is emphasized by the fact that a lower hydrate, Na 0.3 CoO 2 •0.6H 2 O, with the same Co formal oxidation state but substantially less separation between the CoO 2 layers is not superconducting.  Prior to the recent interest in transport properties and superconductivity, compounds of this family were studied because of their fast-ion conducting properties.The Na ions are in two partially occupied crystallographic sites, both of which lie in a plane between layers of edge- sharing CoO 6 octahedra.The ability to change the Na (or other cation) content and to intercalate water has been investigated for isostructural compounds such as Na 2/3 (Co x Ni 1/3-x Mn 2/3 )O 2 ,and Li 0.12 K 0.35 MnO 2.14 •0.45H 2 O.However, the structural details of the water intercalation and, in particular, the crystal structure of the Na x CoO 2 •yH 2 O, have never been reported.Clearly, an understanding of the crystal structure is fundamental to interpreting the physical behavior."
18,P068214517-CC,2,x≈0.3,4.5 K,,,"The recent discovery of superconductivity at 4.5 K in hydrated sodium cobaltate with a reported composition of Na 0.3 CoO 2 •1.4H 2 O [1] has generated renewed interest in the compositional chemistry and crystal structure of these materials.   In recent years, the related anhydrous compound, Na x CoO 2 , has been studied because of its interesting transport properties.Wang et al. have argued that spin entropy arising from the two-dimensional triangular Co lattice is the explanation for the enhanced thermopower.  More recently, the same authors have reported an anomalous Hall effect for Na x CoO 2 . They observe that Na x CoO 2 exhibits ""strange metal physics as observed in the cuprates."" Na x CoO 2 is made superconducting by removing part of the Na, which changes the oxidation state of Co, and intercalating water to dramatically increase the separation between the CoO 2 layers. Bulk superconductivity with T c >2 K has been reported to exist over a very narrow range of Na compositions, approximately 1/4≤x≤1/3, in the hydrated compound Na x CoO 2 •1.3H 2 O with the maximum T c (4.5 K) at x≈0.3.   This dome-like behavior of T c is reminiscent of the layered cuprates, suggesting that this new layered compound may be the first non-copper example of the same physics. The importance of the two- dimensional nature of the structure is emphasized by the fact that a lower hydrate, Na 0.3 CoO 2 •0.6H 2 O, with the same Co formal oxidation state but substantially less separation between the CoO 2 layers is not superconducting.  Prior to the recent interest in transport properties and superconductivity, compounds of this family were studied because of their fast-ion conducting properties.The Na ions are in two partially occupied crystallographic sites, both of which lie in a plane between layers of edge- sharing CoO 6 octahedra.The ability to change the Na (or other cation) content and to intercalate water has been investigated for isostructural compounds such as Na 2/3 (Co x Ni 1/3-x Mn 2/3 )O 2 ,and Li 0.12 K 0.35 MnO 2.14 •0.45H 2 O.However, the structural details of the water intercalation and, in particular, the crystal structure of the Na x CoO 2 •yH 2 O, have never been reported.Clearly, an understanding of the crystal structure is fundamental to interpreting the physical behavior."
19,P068214517-CC,5,Na 0.31 CoO 2 •1.25D 2 O,4.5 K,,AC susceptibility,
20,P068214517-CC,17,Na x CoO 2 •yD 2 O,4.5 K,,,"The results presented here show that the highest onset T c (=4.5 K) reported in Na x CoO 2 •yD 2 O is achieved in an ordered deuterate structure in which each Na ion is coordinated to four D 2 O molecules and both Na ions and D 2 O molecules are ordered into a superlattice.  This ordered structure has the ideal composition Na x CoO 2 •4xD 2 O with x=1/3 when all Na and D 2 O sites are occupied. The refined composition, Na 0.31(3) CoO 2 •1.25(2)D 2 O, suggests that the maximum T c is achieved at a composition slightly off the ideal composition, in agreement with other reports for the composition at maximum T c .   In the sample studied here, which was made in a way that places the composition at a plateau in partial pressure of D 2 O in equilibrium with the sample, the ideal 1:4 Na to D 2 O ratio is maintained, even though the sample is slightly deficient in both Na and D 2 O compared to the ideal model. Other reports indicate that a higher water content can be achieved for an Na content of x≈0.3.It is perhaps possible that additional water could be accommodated using the space made available by Na vacancies for the x≈0.3 composition (see Fig . ) . One can visualize a hydrogen-bonded network of D 2 O molecules occupying the available space in a way consistent with the pattern of symmetry equivalent positions shown in Fig . .  Alternatively, additional D 2 O could perhaps be accommodated in the Na plane, as in the structure of the lower deuterate phase, Na 0.3 CoO 2 •0.6D 2 O.  Thus, reports of water contents higher than 4/3 are not necessarily inconsistent with the model presented here, especially in the case where the Na content is below 1/3. However, the incorporation of two water molecules per formula unit, as reported by Jin et al. seems unlikely in light of the structure.Perhaps reports of water concentrations higher than 4/3 should be viewed with suspicion until it is shown that all of the water is actually in the lattice.  Surface adsorbed water could easily cause errors in bulk measurements of water content.The data presented here for the partial pressure of D 2 O in equilibrium with the hydrated material (Fig . ) argue that the water content does not depart far from the ideal 1:4 ratio of Na to D 2 O molecules.  Even if extra water can be accommodated in the space made available by Na vacancies, as the ideal Na content of 1/3 is approached the ability to accommodate extra water would be expected to decrease, Additionally, for Na contents greater than 1/3, the compound must either generate ""Na interstitial"" defects in the Na ordering, where the extra Na ions could not achieve the fourfold coordination to D 2 O molecules, or phase separate.The data of Schaak et al. for T c vs.Na concentration are consistent with phase separation for Na contents above x=1/3.T c remains constant at ~2 K, while the superconducting fraction decreases, for increasing Na contents above 1/3."
21,P068214517-CC,17,Na contents above x=1/3,~2 K,,,"The results presented here show that the highest onset T c (=4.5 K) reported in Na x CoO 2 •yD 2 O is achieved in an ordered deuterate structure in which each Na ion is coordinated to four D 2 O molecules and both Na ions and D 2 O molecules are ordered into a superlattice.  This ordered structure has the ideal composition Na x CoO 2 •4xD 2 O with x=1/3 when all Na and D 2 O sites are occupied. The refined composition, Na 0.31(3) CoO 2 •1.25(2)D 2 O, suggests that the maximum T c is achieved at a composition slightly off the ideal composition, in agreement with other reports for the composition at maximum T c .   In the sample studied here, which was made in a way that places the composition at a plateau in partial pressure of D 2 O in equilibrium with the sample, the ideal 1:4 Na to D 2 O ratio is maintained, even though the sample is slightly deficient in both Na and D 2 O compared to the ideal model. Other reports indicate that a higher water content can be achieved for an Na content of x≈0.3.It is perhaps possible that additional water could be accommodated using the space made available by Na vacancies for the x≈0.3 composition (see Fig . ) . One can visualize a hydrogen-bonded network of D 2 O molecules occupying the available space in a way consistent with the pattern of symmetry equivalent positions shown in Fig . .  Alternatively, additional D 2 O could perhaps be accommodated in the Na plane, as in the structure of the lower deuterate phase, Na 0.3 CoO 2 •0.6D 2 O.  Thus, reports of water contents higher than 4/3 are not necessarily inconsistent with the model presented here, especially in the case where the Na content is below 1/3. However, the incorporation of two water molecules per formula unit, as reported by Jin et al. seems unlikely in light of the structure.Perhaps reports of water concentrations higher than 4/3 should be viewed with suspicion until it is shown that all of the water is actually in the lattice.  Surface adsorbed water could easily cause errors in bulk measurements of water content.The data presented here for the partial pressure of D 2 O in equilibrium with the hydrated material (Fig . ) argue that the water content does not depart far from the ideal 1:4 ratio of Na to D 2 O molecules.  Even if extra water can be accommodated in the space made available by Na vacancies, as the ideal Na content of 1/3 is approached the ability to accommodate extra water would be expected to decrease, Additionally, for Na contents greater than 1/3, the compound must either generate ""Na interstitial"" defects in the Na ordering, where the extra Na ions could not achieve the fourfold coordination to D 2 O molecules, or phase separate.The data of Schaak et al. for T c vs.Na concentration are consistent with phase separation for Na contents above x=1/3.T c remains constant at ~2 K, while the superconducting fraction decreases, for increasing Na contents above 1/3."
